,AGE,CHILD_TOTAL,DEPENDANTS,OWN_AUTO,PERSONAL_INCOME,TOTAL_LOANS,CLOSED_LOANS,WORK_YEARS,GENDER,MARITAL_STATUS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,FL_PRESENCE_FL,TARGET
11758,36,0,0,0,15000.0,1,1.0,0.0,1,Состою в браке,1,0,1,0.0
11759,48,0,0,0,7000.0,1,0.0,3.0,1,Не состоял в браке,1,0,0,0.0
11760,57,3,0,0,7000.0,1,1.0,0.0,1,Состою в браке,0,1,0,1.0
11761,55,3,0,1,6000.0,1,0.0,0.0,1,Состою в браке,0,1,0,0.0
11762,24,1,1,0,10000.0,3,3.0,2.0,0,Состою в браке,1,0,1,0.0
11765,60,2,0,0,6200.0,1,1.0,0.0,1,Состою в браке,0,1,0,0.0
11766,48,0,0,0,16000.0,1,1.0,6.0,1,Состою в браке,1,0,0,0.0
11767,49,0,0,0,8000.0,2,1.0,1.0,1,Не состоял в браке,1,0,1,0.0
11769,27,0,0,0,15000.0,4,4.0,3.0,0,Не состоял в браке,1,0,1,0.0
11773,49,0,0,0,6000.0,1,0.0,6.0,0,Состою в браке,1,0,0,0.0
11774,27,0,0,0,18000.0,1,1.0,0.0,0,Не состоял в браке,1,0,0,0.0
11775,55,0,0,0,12500.0,1,0.0,3.0,1,Состою в браке,1,1,0,0.0
11776,34,2,0,0,15000.0,1,0.0,1.0,1,Не состоял в браке,1,0,0,0.0
11777,33,2,2,0,15000.0,1,0.0,10.0,0,Состою в браке,1,0,0,0.0
11778,38,2,0,0,10000.0,1,0.0,17.0,1,Состою в браке,1,0,0,0.0
11779,49,0,0,0,8000.0,1,0.0,2.0,1,Состою в браке,1,0,0,0.0
11780,44,1,1,0,9500.0,1,1.0,7.0,1,Состою в браке,1,0,1,0.0
11781,48,0,0,0,13000.0,1,0.0,2.0,0,Состою в браке,1,0,0,1.0
11782,41,0,0,0,26000.0,4,4.0,4.0,1,Состою в браке,1,0,0,0.0
11786,22,0,0,0,8000.0,1,0.0,3.0,1,Не состоял в браке,1,0,0,1.0
11787,24,0,0,0,13000.0,1,0.0,0.0,1,Не состоял в браке,1,0,0,0.0
11788,43,3,3,0,20000.0,1,0.0,10.0,0,Состою в браке,1,0,0,0.0
11789,36,1,1,0,12000.0,1,0.0,4.0,1,Состою в браке,1,0,1,0.0
11790,27,0,0,0,14000.0,1,1.0,1.0,1,Не состоял в браке,1,0,0,0.0
11791,35,2,2,0,13000.0,1,0.0,15.0,0,Состою в браке,1,0,0,0.0
11792,30,1,1,0,77000.0,1,0.0,4.0,1,Состою в браке,1,0,1,1.0
11793,53,0,0,0,8500.0,2,2.0,4.0,0,Состою в браке,1,0,0,0.0
11795,40,0,0,0,20000.0,3,2.0,3.0,0,Состою в браке,1,0,0,0.0
11798,53,2,0,0,14000.0,1,0.0,1.0,1,Состою в браке,1,0,0,0.0
11799,62,2,0,0,10000.0,1,0.0,1.0,0,Состою в браке,1,0,0,0.0
11800,40,2,1,0,18000.0,1,0.0,3.0,1,Гражданский брак,1,0,0,0.0
11801,22,0,0,0,7000.0,1,1.0,0.0,1,Не состоял в браке,1,0,0,0.0
11802,30,0,0,0,5000.0,1,0.0,0.0,1,Не состоял в браке,1,0,0,0.0
11803,55,4,0,0,8000.0,2,2.0,0.0,1,Состою в браке,0,1,0,0.0
11805,48,0,0,0,10000.0,1,1.0,16.0,1,Состою в браке,1,0,0,0.0
11806,46,2,0,1,47000.0,1,0.0,7.0,1,Состою в браке,1,0,0,0.0
11807,24,0,0,0,10000.0,1,0.0,0.0,1,Не состоял в браке,1,0,0,0.0
11808,32,1,1,0,8000.0,1,0.0,1.0,1,Состою в браке,1,0,1,0.0
11809,41,3,2,0,10000.0,1,0.0,6.0,0,Состою в браке,1,0,1,0.0
11810,36,2,2,0,50000.0,1,1.0,1.0,1,Состою в браке,1,0,0,1.0
11811,42,1,1,0,16000.0,2,2.0,10.0,1,Не состоял в браке,1,0,1,0.0
11813,40,1,1,0,20000.0,1,1.0,4.0,1,Разведен(а),1,0,1,0.0
11814,24,2,3,0,6000.0,1,1.0,2.0,0,Состою в браке,1,0,0,0.0
11815,23,0,0,0,21000.0,1,0.0,2.0,1,Не состоял в браке,1,0,0,0.0
11816,40,2,2,0,8000.0,1,1.0,12.0,0,Состою в браке,1,0,0,1.0
11817,57,0,0,0,5360.0,1,0.0,0.0,1,Не состоял в браке,0,1,0,0.0
11818,46,2,0,1,16000.0,1,0.0,9.0,1,Вдовец/Вдова,1,0,0,0.0
11819,57,0,0,0,12500.0,3,2.0,16.0,1,Состою в браке,1,0,0,0.0
11822,46,1,1,0,14000.0,1,0.0,0.0,0,Состою в браке,1,0,1,0.0
11823,61,3,0,0,8500.0,1,1.0,0.0,1,Состою в браке,0,1,0,0.0
11824,26,1,1,0,12000.0,1,0.0,4.0,1,Состою в браке,1,0,0,0.0
11825,41,0,0,0,10000.0,2,1.0,12.0,1,Состою в браке,1,0,0,0.0
11827,58,0,0,0,20000.0,1,1.0,18.0,1,Вдовец/Вдова,1,0,1,0.0
11828,48,2,0,0,8000.0,1,0.0,15.0,0,Состою в браке,1,0,0,0.0
11829,39,2,2,0,6200.0,1,0.0,16.0,1,Состою в браке,1,0,0,0.0
11830,32,0,0,0,9000.0,1,0.0,5.0,0,Состою в браке,1,0,1,0.0
11831,34,3,3,0,8000.0,1,1.0,3.0,1,Не состоял в браке,1,0,1,1.0
11832,62,3,0,1,7000.0,1,0.0,0.0,0,Состою в браке,0,1,1,0.0
11833,32,1,1,0,12000.0,1,0.0,3.0,1,Состою в браке,1,0,0,0.0
11834,30,2,2,0,8000.0,4,3.0,0.0,1,Разведен(а),0,1,1,0.0
11838,29,2,2,0,8000.0,1,1.0,0.0,0,Состою в браке,1,0,0,0.0
11839,25,1,1,0,12000.0,1,0.0,1.0,1,Не состоял в браке,1,0,0,1.0
11840,50,1,1,0,9600.0,1,0.0,25.0,0,Состою в браке,1,0,0,0.0
11841,34,2,2,0,14000.0,1,1.0,15.0,0,Состою в браке,1,0,0,0.0
11842,29,2,2,1,20000.0,1,0.0,1.0,1,Не состоял в браке,1,0,1,0.0
11843,34,0,0,0,15000.0,2,2.0,11.0,1,Не состоял в браке,1,0,1,0.0
11845,32,0,0,0,15000.0,1,1.0,2.0,0,Состою в браке,1,0,0,0.0
11846,42,2,2,0,5000.0,2,2.0,2.0,0,Состою в браке,1,0,0,0.0
11848,34,2,2,0,10000.0,2,2.0,3.0,1,Состою в браке,1,0,0,0.0
11850,47,1,0,0,12000.0,1,0.0,4.0,0,Состою в браке,1,0,0,0.0
11851,38,2,2,0,25000.0,1,0.0,18.0,1,Разведен(а),1,0,1,0.0
11852,62,2,0,0,7000.0,2,2.0,0.0,1,Состою в браке,0,1,0,0.0
11854,30,1,1,0,5200.0,2,0.0,0.0,1,Не состоял в браке,1,0,1,1.0
11856,43,0,0,0,8000.0,1,1.0,2.0,0,Не состоял в браке,1,0,0,0.0
11857,22,0,0,0,20000.0,1,0.0,1.0,0,Не состоял в браке,1,0,0,0.0
11858,40,3,3,0,8000.0,1,0.0,4.0,1,Состою в браке,1,0,0,0.0
11859,39,1,1,0,27300.0,2,2.0,2.0,0,Состою в браке,1,0,1,0.0
11861,47,2,2,0,20000.0,1,0.0,27.0,1,Состою в браке,1,0,1,0.0
11862,24,0,0,0,20000.0,3,2.0,1.0,1,Не состоял в браке,1,0,1,1.0
11865,35,1,1,0,10000.0,1,1.0,3.0,0,Состою в браке,1,0,1,0.0
11866,45,2,1,0,12000.0,1,0.0,1.0,1,Состою в браке,1,0,0,0.0
11867,35,1,1,0,7000.0,1,0.0,0.0,1,Разведен(а),1,0,0,0.0
11868,60,0,0,0,12000.0,4,4.0,6.0,1,Состою в браке,1,1,1,0.0
11872,35,1,1,0,20000.0,1,0.0,3.0,1,Состою в браке,1,0,0,1.0
11873,27,2,2,0,8000.0,1,0.0,3.0,1,Состою в браке,1,0,0,0.0
11874,58,1,0,0,6000.0,1,0.0,0.0,1,Состою в браке,0,1,1,0.0
11875,46,2,0,0,20000.0,3,3.0,0.0,1,Не состоял в браке,1,0,1,1.0
11878,38,2,2,0,10000.0,1,1.0,5.0,1,Состою в браке,1,0,0,0.0
11879,24,1,1,0,9000.0,1,0.0,2.0,1,Состою в браке,1,0,0,0.0
11880,37,1,1,0,12000.0,1,0.0,5.0,0,Не состоял в браке,1,0,0,0.0
11881,39,1,1,0,9000.0,1,1.0,15.0,1,Состою в браке,1,0,0,0.0
11882,50,0,0,0,12000.0,1,1.0,4.0,1,Состою в браке,1,0,0,0.0
11883,39,1,1,0,20000.0,1,0.0,16.0,1,Разведен(а),1,0,1,0.0
11884,32,1,1,0,25000.0,1,1.0,1.0,0,Не состоял в браке,1,0,0,0.0
11885,30,0,0,0,35000.0,1,0.0,0.0,1,Состою в браке,1,0,1,0.0
11886,42,2,2,1,8000.0,2,1.0,4.0,0,Состою в браке,1,0,0,0.0
11888,26,1,0,1,25000.0,1,0.0,1.0,0,Состою в браке,1,0,1,0.0
11889,26,0,0,0,6000.0,1,1.0,3.0,1,Состою в браке,1,0,0,0.0
11890,36,1,2,0,32000.0,1,0.0,11.0,0,Состою в браке,1,0,0,0.0
11891,42,2,2,0,10000.0,2,1.0,2.0,0,Состою в браке,1,0,0,0.0
11893,30,2,2,1,15000.0,3,2.0,3.0,0,Состою в браке,1,0,1,0.0
11896,43,2,2,0,9700.0,1,1.0,11.0,1,Вдовец/Вдова,1,0,0,0.0
11897,57,0,0,0,10000.0,1,0.0,12.0,1,Состою в браке,1,0,1,0.0
11898,47,2,1,1,5000.0,1,0.0,5.0,0,Состою в браке,1,0,1,0.0
11899,56,3,0,0,4000.0,1,1.0,2.0,0,Состою в браке,1,0,0,0.0
11900,54,4,0,0,5000.0,1,0.0,0.0,1,Состою в браке,0,1,0,0.0
11901,28,1,1,1,30000.0,1,1.0,6.0,0,Состою в браке,1,0,0,0.0
11902,24,1,1,0,6000.0,1,0.0,1.0,1,Гражданский брак,1,0,0,0.0
11903,55,2,0,0,6000.0,1,0.0,16.0,1,Состою в браке,1,0,0,0.0
11904,43,2,1,0,10000.0,2,2.0,8.0,1,Состою в браке,1,0,1,0.0
11906,43,1,1,0,12000.0,1,1.0,15.0,1,Разведен(а),1,0,0,0.0
11907,25,1,1,0,6000.0,1,1.0,4.0,1,Состою в браке,1,0,1,0.0
11908,42,1,0,0,10500.0,2,2.0,8.0,1,Не состоял в браке,1,0,1,0.0
11910,46,2,0,0,12000.0,1,1.0,24.0,0,Состою в браке,1,0,0,0.0
11911,37,2,2,0,17000.0,1,1.0,8.0,1,Состою в браке,1,0,1,0.0
11912,29,2,2,0,14000.0,1,0.0,2.0,1,Состою в браке,1,0,0,0.0
11913,38,1,1,0,25000.0,2,2.0,9.0,1,Состою в браке,1,0,0,0.0
11915,40,2,2,0,12000.0,3,3.0,9.0,1,Состою в браке,1,0,0,0.0
11918,58,2,0,0,10000.0,2,1.0,8.0,1,Состою в браке,1,1,1,0.0
11920,53,0,0,0,5000.0,2,1.0,27.0,1,Состою в браке,1,0,1,0.0
11922,32,0,0,1,15000.0,1,1.0,2.0,1,Состою в браке,1,0,1,0.0
11923,27,1,1,1,5339.0,1,0.0,1.0,1,Состою в браке,1,0,0,0.0
11924,37,2,2,0,8000.0,2,2.0,3.0,1,Состою в браке,1,0,1,0.0
11926,49,1,0,0,10500.0,1,1.0,19.0,1,Вдовец/Вдова,1,0,0,0.0
11927,35,2,2,0,10000.0,2,2.0,3.0,1,Состою в браке,1,0,0,0.0
11929,62,0,0,0,35000.0,1,1.0,1.0,0,Не состоял в браке,1,0,1,1.0
11930,35,2,2,0,11000.0,1,1.0,6.0,1,Состою в браке,1,0,1,0.0
11931,50,0,0,0,11700.0,1,0.0,5.0,1,Состою в браке,1,0,0,0.0
11932,37,1,1,0,16000.0,1,0.0,17.0,0,Состою в браке,1,0,0,0.0
11933,26,0,0,0,20000.0,1,0.0,4.0,0,Разведен(а),1,0,0,0.0
11934,31,2,2,1,15000.0,1,0.0,0.0,0,Состою в браке,1,0,1,0.0
11935,27,0,0,0,20000.0,2,1.0,0.0,0,Не состоял в браке,1,0,0,0.0
11937,56,1,0,0,10000.0,1,0.0,4.0,1,Не состоял в браке,1,0,1,0.0
11938,26,0,0,0,15000.0,1,0.0,2.0,0,Не состоял в браке,1,0,0,0.0
11939,54,0,0,1,20000.0,1,0.0,12.0,0,Состою в браке,1,0,0,0.0
11940,33,1,1,0,20000.0,1,1.0,10.0,1,Не состоял в браке,1,0,0,0.0
11941,42,1,0,0,12000.0,2,2.0,19.0,1,Состою в браке,1,0,0,0.0
11943,45,2,1,0,16000.0,3,1.0,2.0,1,Состою в браке,1,0,1,0.0
11946,33,2,2,0,8000.0,2,1.0,12.0,1,Состою в браке,1,0,1,0.0
11948,64,1,0,0,13000.0,1,0.0,5.0,1,Разведен(а),1,0,1,0.0
11949,26,1,1,0,12000.0,1,0.0,1.0,1,Состою в браке,1,0,0,0.0
11950,30,0,0,0,20000.0,1,0.0,1.0,0,Состою в браке,1,0,0,0.0
11951,37,2,2,0,15000.0,2,1.0,13.0,1,Не состоял в браке,1,0,0,0.0
11953,31,1,1,0,20000.0,2,2.0,6.0,1,Состою в браке,1,0,0,0.0
11955,48,1,1,0,23000.0,1,0.0,27.0,1,Состою в браке,1,1,1,0.0
11956,57,2,0,0,9628.0,1,1.0,0.0,1,Вдовец/Вдова,0,1,1,0.0
11957,26,1,1,0,13000.0,1,1.0,9.0,1,Состою в браке,1,0,1,0.0
11958,41,2,0,0,15000.0,1,1.0,0.0,1,Состою в браке,1,0,1,0.0
11959,42,2,1,0,30000.0,1,1.0,5.0,1,Состою в браке,1,0,1,0.0
11960,31,1,1,0,10500.0,1,0.0,7.0,1,Не состоял в браке,1,0,0,0.0
11961,35,1,1,1,12000.0,1,0.0,2.0,0,Состою в браке,1,0,0,0.0
11962,30,1,1,1,20000.0,1,0.0,1.0,0,Состою в браке,1,0,0,0.0
11963,32,1,1,0,20000.0,1,1.0,12.0,0,Состою в браке,1,0,0,0.0
11964,53,0,0,0,7000.0,3,3.0,15.0,1,Не состоял в браке,1,0,0,0.0
11967,59,0,0,0,10000.0,1,1.0,11.0,0,Состою в браке,1,0,0,0.0
11968,45,2,0,1,45000.0,3,3.0,21.0,0,Состою в браке,1,0,1,0.0
11971,27,1,1,0,55000.0,1,1.0,4.0,0,Состою в браке,1,0,0,0.0
11972,27,1,1,0,14000.0,1,0.0,0.0,0,Состою в браке,1,0,0,0.0
11973,48,1,1,0,6000.0,1,1.0,22.0,1,Разведен(а),1,0,0,0.0
11974,22,0,0,0,5000.0,1,0.0,1.0,1,Состою в браке,1,0,1,1.0
11975,39,2,1,0,25000.0,1,0.0,2.0,1,Состою в браке,1,0,1,1.0
11976,56,2,1,0,23000.0,2,0.0,0.0,1,Состою в браке,1,1,0,0.0
11978,45,2,2,0,20000.0,1,0.0,14.0,0,Состою в браке,1,0,1,0.0
11979,43,1,1,0,20000.0,2,1.0,6.0,1,Разведен(а),1,0,0,0.0
11981,42,2,2,0,15000.0,1,0.0,1.0,0,Состою в браке,1,0,0,0.0
11982,27,1,1,0,17000.0,1,1.0,2.0,1,Состою в браке,1,0,0,1.0
11983,30,1,1,0,35000.0,1,0.0,0.0,0,Состою в браке,1,0,0,0.0
11984,59,1,0,0,10000.0,1,0.0,32.0,0,Разведен(а),1,1,1,0.0
11985,43,3,1,0,6000.0,1,0.0,5.0,1,Состою в браке,1,0,0,0.0
11986,33,1,1,1,15000.0,1,0.0,7.0,1,Состою в браке,1,0,0,0.0
11987,43,0,0,0,8000.0,1,0.0,20.0,1,Вдовец/Вдова,1,0,0,0.0
11988,26,1,1,0,7000.0,1,0.0,2.0,1,Состою в браке,1,0,0,0.0
11989,36,2,2,0,22000.0,3,3.0,15.0,0,Состою в браке,1,0,1,0.0
11992,33,2,2,0,11000.0,1,0.0,1.0,1,Состою в браке,1,0,0,0.0
11993,51,0,0,1,32000.0,1,0.0,10.0,1,Состою в браке,1,0,1,1.0
11994,51,1,0,0,10000.0,2,2.0,30.0,1,Состою в браке,1,1,1,0.0
11996,39,2,2,0,12000.0,1,0.0,3.0,1,Состою в браке,1,0,0,0.0
11997,48,2,0,0,7000.0,1,1.0,28.0,1,Вдовец/Вдова,1,0,0,0.0
11998,61,0,0,0,7000.0,4,3.0,0.0,1,Не состоял в браке,0,1,1,0.0
12002,36,1,1,0,10000.0,2,1.0,2.0,1,Состою в браке,1,0,1,0.0
12004,33,1,1,0,5000.0,1,1.0,3.0,1,Состою в браке,1,0,0,0.0
12005,33,1,1,0,8000.0,3,3.0,0.0,1,Разведен(а),1,0,0,0.0
12008,42,2,2,0,14000.0,1,0.0,5.0,1,Состою в браке,1,0,0,0.0
12009,49,2,1,0,7000.0,1,0.0,5.0,0,Состою в браке,1,0,0,0.0
12010,43,0,0,0,6000.0,1,0.0,2.0,1,Состою в браке,1,0,0,0.0
12011,37,1,1,0,6000.0,2,2.0,5.0,1,Состою в браке,1,0,1,0.0
12013,27,1,1,0,12000.0,1,1.0,3.0,0,Состою в браке,1,0,0,1.0
12014,53,1,1,0,15000.0,2,2.0,33.0,0,Состою в браке,1,0,1,0.0
12016,28,1,1,0,7500.0,2,2.0,5.0,1,Не состоял в браке,1,0,0,0.0
12018,33,2,2,0,20000.0,1,1.0,6.0,1,Состою в браке,1,0,0,0.0
12019,43,0,0,0,60000.0,1,0.0,6.0,1,Не состоял в браке,1,0,1,0.0
12020,37,0,0,0,13000.0,1,0.0,17.0,1,Вдовец/Вдова,1,0,0,1.0
12021,35,1,1,0,10000.0,1,1.0,10.0,1,Состою в браке,1,0,1,0.0
12022,35,2,0,0,19000.0,2,1.0,4.0,0,Состою в браке,1,0,0,1.0
12024,32,1,1,0,30000.0,1,0.0,5.0,0,Состою в браке,1,0,0,0.0
12025,23,0,0,0,20000.0,1,0.0,0.0,0,Не состоял в браке,1,0,1,1.0
12026,27,1,1,0,10000.0,1,1.0,0.0,0,Состою в браке,1,0,0,0.0
12027,58,3,0,0,6000.0,1,0.0,0.0,1,Состою в браке,0,1,1,0.0
12028,36,4,5,0,9000.0,1,0.0,0.0,0,Состою в браке,1,0,0,0.0
12029,34,2,2,0,6000.0,2,1.0,1.0,0,Состою в браке,1,0,1,0.0
12031,47,1,0,0,17000.0,1,1.0,11.0,0,Состою в браке,1,0,0,0.0
12032,33,2,2,0,27000.0,1,0.0,10.0,0,Состою в браке,1,0,0,1.0
12033,38,2,2,0,15000.0,1,1.0,2.0,0,Состою в браке,1,0,0,0.0
12034,43,0,0,0,8000.0,1,0.0,12.0,1,Гражданский брак,1,0,0,0.0
12035,51,1,0,0,14000.0,1,0.0,3.0,1,Состою в браке,1,0,1,0.0
12036,22,0,0,0,13000.0,1,0.0,0.0,1,Не состоял в браке,1,0,0,0.0
12037,61,2,0,0,5100.0,1,0.0,0.0,1,Не состоял в браке,0,1,0,0.0
12038,27,0,0,0,8000.0,1,1.0,1.0,1,Состою в браке,1,0,0,0.0
12039,34,1,1,1,23000.0,2,2.0,5.0,0,Разведен(а),1,0,0,0.0
12041,33,0,0,0,7000.0,2,1.0,1.0,0,Состою в браке,1,0,0,1.0
12043,30,1,1,0,7800.0,1,0.0,1.0,0,Состою в браке,1,0,0,0.0
12044,30,1,0,0,20000.0,1,0.0,2.0,1,Состою в браке,1,0,0,0.0
12045,34,1,1,0,18000.0,1,0.0,3.0,0,Состою в браке,1,0,1,0.0
12046,28,0,0,1,7500.0,1,0.0,7.0,1,Состою в браке,1,0,0,0.0
12047,23,0,0,0,10000.0,1,0.0,0.0,1,Не состоял в браке,1,0,0,0.0
12048,42,2,2,1,16000.0,2,2.0,18.0,0,Состою в браке,1,0,1,0.0
12050,58,3,0,0,2800.0,2,2.0,0.0,1,Состою в браке,0,1,0,0.0
12052,30,0,0,0,15000.0,4,3.0,3.0,0,Состою в браке,1,0,0,0.0
12056,33,2,2,0,5600.0,2,1.0,10.0,0,Состою в браке,1,0,0,0.0
12058,24,0,0,0,7000.0,1,0.0,2.0,1,Не состоял в браке,1,0,0,0.0
12059,48,0,0,0,11000.0,2,0.0,29.0,1,Состою в браке,1,0,1,1.0
12061,28,1,1,1,7000.0,1,0.0,1.0,1,Состою в браке,1,0,0,0.0
12062,34,2,2,0,19300.0,1,0.0,5.0,0,Состою в браке,1,0,0,0.0
12063,28,2,2,0,10000.0,1,0.0,5.0,1,Состою в браке,1,0,1,0.0
12064,39,2,1,0,8000.0,3,2.0,9.0,1,Состою в браке,1,0,1,0.0
12067,29,1,1,0,18000.0,1,1.0,7.0,1,Состою в браке,1,0,0,0.0
12068,26,0,0,0,5000.0,1,1.0,3.0,1,Состою в браке,1,0,0,0.0
12069,45,0,0,0,20000.0,2,1.0,2.0,1,Не состоял в браке,1,0,1,0.0
12071,42,3,2,0,25000.0,2,2.0,3.0,0,Состою в браке,1,0,0,0.0
12073,48,1,1,0,20000.0,1,1.0,19.0,0,Состою в браке,1,0,1,0.0
12074,61,3,0,0,15380.0,2,1.0,30.0,1,Состою в браке,1,0,0,0.0
12076,22,0,0,0,10000.0,1,0.0,1.0,1,Не состоял в браке,1,0,0,0.0
12077,54,2,0,1,11000.0,3,3.0,26.0,1,Вдовец/Вдова,1,0,1,0.0
12080,34,2,2,0,10000.0,1,1.0,1.0,1,Состою в браке,1,0,0,0.0
12081,49,2,2,0,24000.0,2,1.0,5.0,0,Состою в браке,1,0,1,0.0
12083,47,2,0,0,10000.0,1,0.0,1.0,0,Состою в браке,1,0,0,1.0
12084,33,2,0,1,15000.0,1,1.0,4.0,0,Состою в браке,1,0,1,1.0
12085,58,2,2,0,13000.0,1,0.0,3.0,0,Состою в браке,1,1,0,1.0
12086,44,2,0,0,7000.0,1,1.0,5.0,1,Состою в браке,1,0,1,1.0
12087,39,1,0,0,26000.0,1,1.0,7.0,1,Состою в браке,1,0,1,0.0
12088,44,0,0,0,9000.0,1,0.0,4.0,1,Не состоял в браке,1,0,0,0.0
12089,57,1,1,0,4500.0,3,3.0,0.0,1,Не состоял в браке,0,1,1,0.0
12092,38,0,0,0,11000.0,1,0.0,4.0,1,Состою в браке,1,0,0,1.0
12093,25,0,0,0,8000.0,1,1.0,2.0,1,Не состоял в браке,1,0,1,0.0
12094,32,1,1,0,16000.0,1,1.0,10.0,0,Состою в браке,1,0,0,0.0
12095,29,1,1,0,7000.0,1,0.0,1.0,1,Состою в браке,1,0,0,1.0
12096,53,2,1,0,13000.0,1,0.0,2.0,0,Состою в браке,1,0,0,0.0
12097,30,1,0,0,30000.0,1,0.0,3.0,1,Состою в браке,1,0,0,1.0
12098,36,1,1,0,8000.0,1,1.0,0.0,1,Разведен(а),1,0,1,1.0
12099,57,0,0,1,30000.0,1,1.0,4.0,0,Не состоял в браке,1,1,0,0.0
12100,58,2,0,0,12000.0,1,0.0,5.0,1,Состою в браке,1,1,1,0.0
12101,61,0,0,0,11000.0,1,0.0,0.0,1,Вдовец/Вдова,0,1,0,0.0
12102,49,1,1,1,15000.0,2,1.0,5.0,0,Состою в браке,1,0,0,0.0
12104,55,1,0,0,6300.0,1,0.0,0.0,1,Вдовец/Вдова,0,1,0,0.0
12105,61,2,0,0,9500.0,2,1.0,0.0,0,Состою в браке,0,1,0,0.0
12107,38,1,1,0,13000.0,1,0.0,1.0,0,Состою в браке,1,0,0,0.0
12108,37,0,0,0,50000.0,1,0.0,3.0,1,Разведен(а),1,0,0,1.0
12109,52,2,0,0,6500.0,1,0.0,7.0,1,Состою в браке,1,0,1,0.0
12110,47,0,0,0,8000.0,1,0.0,4.0,1,Состою в браке,1,0,0,0.0
12111,59,1,1,0,10000.0,3,2.0,5.0,0,Не состоял в браке,1,0,0,0.0
12114,39,1,1,0,9000.0,2,2.0,3.0,1,Не состоял в браке,1,0,0,0.0
12116,24,0,0,0,15000.0,1,0.0,1.0,1,Гражданский брак,1,0,0,0.0
12117,46,2,1,0,10000.0,1,1.0,9.0,0,Состою в браке,1,0,0,0.0
12118,40,0,0,0,35000.0,1,0.0,20.0,0,Разведен(а),1,0,1,0.0
12119,47,0,0,0,12000.0,1,0.0,2.0,1,Состою в браке,1,0,0,0.0
12120,59,0,0,0,12000.0,1,0.0,5.0,0,Не состоял в браке,1,0,0,0.0
12121,25,1,1,0,12000.0,3,2.0,4.0,0,Состою в браке,1,0,0,0.0
12124,25,0,0,0,14000.0,1,0.0,0.0,0,Не состоял в браке,1,0,0,0.0
12125,23,0,0,0,10000.0,1,1.0,1.0,1,Не состоял в браке,1,0,0,0.0
12126,56,2,0,0,12000.0,1,1.0,9.0,1,Состою в браке,1,1,1,0.0
12127,50,2,1,1,17000.0,1,0.0,10.0,0,Состою в браке,1,0,1,0.0
12128,59,0,0,0,5000.0,2,2.0,0.0,1,Состою в браке,0,1,0,0.0
12130,44,1,1,0,35000.0,2,2.0,7.0,1,Не состоял в браке,1,0,1,0.0
12132,61,2,0,0,17000.0,4,4.0,38.0,1,Состою в браке,1,0,1,0.0
12136,58,2,0,0,8500.0,1,0.0,0.0,0,Состою в браке,0,1,1,0.0
12137,47,0,0,0,17000.0,2,1.0,15.0,1,Состою в браке,1,0,0,1.0
12139,30,0,0,0,7200.0,1,0.0,5.0,1,Состою в браке,1,0,1,0.0
12140,29,1,1,0,27000.0,1,0.0,3.0,0,Состою в браке,1,0,1,0.0
12141,48,0,0,0,11000.0,1,0.0,0.0,0,Состою в браке,0,1,0,0.0
12142,34,1,1,0,15000.0,2,1.0,11.0,0,Состою в браке,1,0,0,0.0
12144,49,0,0,0,8000.0,1,0.0,0.0,1,Не состоял в браке,1,0,1,1.0
12145,27,0,0,0,23000.0,1,1.0,5.0,0,Не состоял в браке,1,0,0,0.0
12146,29,1,1,0,30000.0,1,0.0,6.0,0,Состою в браке,1,0,0,0.0
12147,52,0,0,0,12000.0,1,0.0,12.0,1,Состою в браке,1,0,0,0.0
12148,28,0,0,0,20000.0,1,0.0,5.0,0,Не состоял в браке,1,0,0,0.0
12149,32,2,2,0,10000.0,1,0.0,2.0,0,Состою в браке,1,0,0,0.0
12150,39,1,1,0,13000.0,1,0.0,0.0,0,Не состоял в браке,1,0,1,1.0
12151,58,1,0,0,8500.0,1,1.0,0.0,1,Не состоял в браке,0,1,0,0.0
12152,52,0,0,0,20000.0,1,0.0,14.0,1,Состою в браке,1,1,1,0.0
12153,39,1,1,0,12000.0,1,1.0,10.0,1,Состою в браке,1,0,0,0.0
12154,27,1,1,0,8000.0,4,3.0,4.0,1,Состою в браке,1,0,0,0.0
12158,37,2,2,0,15000.0,2,1.0,9.0,1,Состою в браке,1,0,0,0.0
12160,38,1,1,0,15000.0,2,1.0,4.0,0,Состою в браке,1,0,0,0.0
12162,37,1,1,0,36000.0,1,0.0,5.0,0,Состою в браке,1,0,0,0.0
12163,33,2,2,0,10000.0,1,1.0,9.0,1,Состою в браке,1,0,0,0.0
12164,46,2,0,0,11000.0,1,1.0,5.0,1,Состою в браке,1,0,0,0.0
12165,37,0,0,0,10000.0,1,0.0,0.0,0,Не состоял в браке,1,0,0,0.0
12166,29,0,0,0,13000.0,1,0.0,5.0,0,Не состоял в браке,1,0,0,0.0
12167,27,1,0,0,9000.0,1,0.0,0.0,1,Не состоял в браке,1,0,1,0.0
12168,45,0,2,0,8000.0,1,0.0,0.0,1,Состою в браке,1,0,0,0.0
12169,42,2,0,0,4000.0,2,2.0,4.0,1,Гражданский брак,1,0,0,0.0
12171,36,2,2,0,8000.0,1,1.0,1.0,0,Состою в браке,1,0,0,0.0
12172,41,1,1,0,17000.0,1,0.0,5.0,0,Состою в браке,1,0,0,0.0
12173,53,2,1,0,12000.0,5,4.0,22.0,1,Не состоял в браке,1,1,1,0.0
